year,state_abbr,state_name,acres_cropland_idled,acres_cropland_used_for_crops,acres_cropland_used_for_pasture,acres_defense_industrial,acres_farmsteads_roads_misc_farmland,acres_forest_use_land,acres_grassland_pasture_range,acres_grazed_forest_use_land,acres_miscellaneous_other_land,acres_rural_parks_wildlife,acres_rural_transportation,acres_special_uses_land,acres_total_cropland,acres_total_land,acres_ungrazed_forest_use_land,acres_urban_areas,blocks_250k_cropland_idled,blocks_250k_cropland_used_for_crops,blocks_250k_cropland_used_for_pasture,blocks_250k_defense_industrial,blocks_250k_farmsteads_roads_misc_farmland,blocks_250k_forest_use_land,blocks_250k_grassland_pasture_range,blocks_250k_grazed_forest_use_land,blocks_250k_miscellaneous_other_land,blocks_250k_rural_parks_wildlife,blocks_250k_rural_transportation,blocks_250k_special_uses_land,blocks_250k_total_cropland,blocks_250k_total_land,blocks_250k_ungrazed_forest_use_land,blocks_250k_urban_areas,share_of_total_land_total_cropland,share_of_total_land_cropland_used_for_crops,share_of_total_land_cropland_used_for_pasture,share_of_total_land_cropland_idled,share_of_total_land_grassland_pasture_range,share_of_total_land_forest_use_land,share_of_total_land_grazed_forest_use_land,share_of_total_land_ungrazed_forest_use_land,share_of_total_land_special_uses_land,share_of_total_land_rural_transportation,share_of_total_land_rural_parks_wildlife,share_of_total_land_defense_industrial,share_of_total_land_farmsteads_roads_misc_farmland,share_of_total_land_urban_areas,share_of_total_land_miscellaneous_other_land
1954,DE,Delaware,32000.0,423000.0,64000.0,18000.0,13000.0,454000.0,26000.0,23000.0,149000.0,22000.0,27000.0,80000.0,519000.0,1266000.0,431000.0,38000.0,0.128,1.692,0.256,0.072,0.052,1.816,0.104,0.092,0.596,0.088,0.108,0.32,2.076,5.064,1.724,0.152,0.4099526066350711,0.3341232227488152,0.05055292259083728,0.02527646129541864,0.020537124802527645,0.358609794628752,0.018167456556082148,0.3404423380726698,0.0631911532385466,0.02132701421800948,0.017377567140600316,0.014218009478672985,0.010268562401263823,0.030015797788309637,0.11769352290679305
1954,FL,Florida,425000.0,2140000.0,878000.0,732000.0,299000.0,21787000.0,4881000.0,16510000.0,1383000.0,1056000.0,513000.0,2600000.0,3443000.0,34728000.0,5277000.0,634000.0,1.7,8.56,3.512,2.928,1.196,87.148,19.524,66.04,5.532,4.224,2.052,10.4,13.772,138.912,21.108,2.536,0.09914190278737618,0.061621746141442064,0.025282193043077633,0.012237963602856484,0.14054941257774706,0.6273612070951393,0.4754088919603778,0.15195231513476157,0.07486754204100438,0.01477194194885971,0.0304077401520387,0.021078092605390463,0.008609767334715503,0.018256162174614145,0.039823773324118864
1954,GA,Georgia,902000.0,6700000.0,1407000.0,752000.0,212000.0,23667000.0,1851000.0,10211000.0,503000.0,439000.0,501000.0,1904000.0,9009000.0,37429000.0,13456000.0,495000.0,3.608,26.8,5.628,3.008,0.848,94.668,7.404,40.844,2.012,1.756,2.004,7.616,36.036,149.716,53.824,1.98,0.24069571722461194,0.1790055839055278,0.03759117262016084,0.024098960698923293,0.049453632210318205,0.6323171872077801,0.2728098533222902,0.3595073338854899,0.050869646530764916,0.01338534291592081,0.011728873333511448,0.020091372999545807,0.00566405728178685,0.013225039407945711,0.013438777418579177
1954,IA,Iowa,210000.0,22799000.0,3161000.0,91000.0,604000.0,2505000.0,3799000.0,1784000.0,1270000.0,76000.0,909000.0,1680000.0,26170000.0,35869000.0,721000.0,445000.0,0.84,91.196,12.644,0.364,2.416,10.02,15.196,7.136,5.08,0.304,3.636,6.72,104.68,143.476,2.884,1.78,0.729599375505311,0.6356185006551618,0.08812623714070646,0.005854637709442694,0.10591318408653712,0.06983746410549499,0.04973654130307508,0.020100922802419915,0.04683710167554155,0.02534221751373052,0.002118821266274499,0.0025370096740918342,0.016839053221444703,0.012406256098580948,0.03540661852853439
1954,ID,Idaho,149000.0,4846000.0,545000.0,1325000.0,166000.0,17410000.0,25766000.0,7643000.0,2302000.0,130000.0,270000.0,1891000.0,5540000.0,52972000.0,9767000.0,63000.0,0.596,19.384,2.18,5.3,0.664,69.64,103.064,30.572,9.208,0.52,1.08,7.564,22.16,211.888,39.068,0.252,0.10458355357547383,0.09148229253190365,0.010288454277731632,0.0028128067658385564,0.48640791361473984,0.32866419995469304,0.1442837725590878,0.18438042739560523,0.035698104659065165,0.0050970323944725515,0.002454126708449747,0.025013214528430115,0.003133731027712754,0.001189307558710262,0.04345692063731783
1954,IL,Illinois,509000.0,21048000.0,2493000.0,149000.0,552000.0,3947000.0,2083000.0,1950000.0,2980000.0,108000.0,1039000.0,1848000.0,24050000.0,35798000.0,1997000.0,890000.0,2.036,84.192,9.972,0.596,2.208,15.788,8.332,7.8,11.92,0.432,4.156,7.392,96.2,143.192,7.988,3.56,0.6718252416336108,0.5879658081457064,0.06964076205374602,0.014218671434158333,0.05818760824627074,0.11025755628806079,0.05447231688921169,0.0557852393988491,0.05162299569808369,0.029023967819431253,0.003016928320017878,0.004162243700765406,0.015419855857869154,0.024861724118665846,0.08324487401530811
1954,IN,Indiana,469000.0,11441000.0,1967000.0,210000.0,488000.0,4045000.0,1314000.0,1568000.0,2257000.0,69000.0,495000.0,1262000.0,13877000.0,23171000.0,2477000.0,416000.0,1.876,45.764,7.868,0.84,1.952,16.18,5.256,6.272,9.028,0.276,1.98,5.048,55.508,92.684,9.908,1.664,0.5988951706874973,0.4937637564196625,0.08489059600362522,0.02024081826420957,0.05670881705580251,0.1745716628544301,0.06767079539079021,0.1069008674636399,0.05446463251478141,0.021362910534720125,0.0029778602563549266,0.009063052954123688,0.02106080876958267,0.017953476328168832,0.09740624055931985
1954,KS,Kansas,437000.0,28414000.0,1359000.0,174000.0,460000.0,1664000.0,17796000.0,755000.0,829000.0,41000.0,1133000.0,1808000.0,30210000.0,52549000.0,909000.0,242000.0,1.748,113.656,5.436,0.696,1.84,6.656,71.184,3.02,3.316,0.164,4.532,7.232,120.84,210.196,3.636,0.968,0.5748920055567185,0.5407143808635749,0.0258615768140212,0.008316047879122343,0.3386553502445337,0.03166568345734457,0.014367542674456222,0.01729814078288835,0.034405982987307085,0.021560828940607814,0.0007802241717254372,0.0033111952653713675,0.008753734609602467,0.0046052255989647755,0.0157757521551314
1954,KY,Kentucky,975000.0,4786000.0,4880000.0,317000.0,366000.0,11167000.0,1759000.0,3743000.0,500000.0,140000.0,404000.0,1227000.0,10641000.0,25513000.0,7424000.0,219000.0,3.9,19.144,19.52,1.268,1.464,44.668,7.036,14.972,2.0,0.56,1.616,4.908,42.564,102.052,29.696,0.876,0.41708148786892957,0.18759064006584877,0.19127503625602635,0.038215811547054446,0.0689452436013013,0.43769842825226357,0.14670952063653825,0.2909889076157253,0.04809312899306236,0.01583506447693333,0.00548739858111551,0.012425038215811547,0.014345627719201975,0.00858385920903069,0.019597852075412536
1954,LA,Louisiana,408000.0,3127000.0,1959000.0,235000.0,191000.0,15906000.0,2721000.0,11754000.0,3149000.0,483000.0,335000.0,1244000.0,5494000.0,28904000.0,4152000.0,390000.0,1.632,12.508,7.836,0.94,0.764,63.624,10.884,47.016,12.596,1.932,1.34,4.976,21.976,115.616,16.608,1.56,0.19007749792416276,0.10818571823969,0.06777608635482978,0.014115693329642956,0.09413921948519235,0.5503044561306394,0.4066565181289787,0.14364793800166067,0.04303902574038195,0.011590091336839192,0.01671048989759203,0.00813036257957376,0.006608081926376972,0.013492942153335179,0.1089468585662884
1954,MA,Massachusetts,76000.0,342000.0,143000.0,94000.0,41000.0,3270000.0,153000.0,248000.0,256000.0,32000.0,149000.0,316000.0,561000.0,5035000.0,3022000.0,479000.0,0.304,1.368,0.572,0.376,0.164,13.08,0.612,0.992,1.024,0.128,0.596,1.264,2.244,20.14,12.088,1.916,0.11142005958291956,0.06792452830188679,0.02840119165839126,0.01509433962264151,0.03038728897715988,0.6494538232373386,0.04925521350546177,0.6001986097318769,0.06276067527308839,0.029592850049652432,0.006355511420059583,0.018669314796425026,0.00814299900695134,0.09513406156901688,0.05084409136047666
1954,MD,Maryland,176000.0,1585000.0,363000.0,132000.0,56000.0,2900000.0,417000.0,194000.0,320000.0,72000.0,102000.0,362000.0,2124000.0,6324000.0,2706000.0,201000.0,0.704,6.34,1.452,0.528,0.224,11.6,1.668,0.776,1.28,0.288,0.408,1.448,8.496,25.296,10.824,0.804,0.33586337760910817,0.2506325110689437,0.05740037950664137,0.027830487033523088,0.0659392789373814,0.4585705249841872,0.030676786843769767,0.4278937381404175,0.05724225173940544,0.016129032258064516,0.011385199240986717,0.020872865275142316,0.008855154965211892,0.03178368121442125,0.05060088551549652
1954,ME,Maine,220000.0,818000.0,236000.0,18000.0,44000.0,16901000.0,254000.0,580000.0,853000.0,237000.0,172000.0,471000.0,1274000.0,19866000.0,16321000.0,113000.0,0.88,3.272,0.944,0.072,0.176,67.604,1.016,2.32,3.412,0.948,0.688,1.884,5.096,79.464,65.284,0.452,0.06412966878083157,0.04117587838518071,0.011879593274942112,0.01107419712070875,0.012785663948454646,0.8507500251686299,0.029195610590959428,0.8215544145776704,0.023708849290244638,0.008658008658008658,0.011929930534581697,0.000906070673512534,0.0022148394241417496,0.00568811033927313,0.04293768247256619
1954,MI,Michigan,1086000.0,7838000.0,1912000.0,29000.0,460000.0,19045000.0,1045000.0,2653000.0,2807000.0,544000.0,909000.0,1942000.0,10836000.0,36494000.0,16392000.0,819000.0,4.344,31.352,7.648,0.116,1.84,76.18,4.18,10.612,11.228,2.176,3.636,7.768,43.344,145.976,65.568,3.276,0.29692552200361705,0.21477503151202937,0.052392174056009204,0.02975831643557845,0.028634844083959006,0.5218666082095686,0.07269688167918013,0.44916972653038856,0.053214226996218555,0.02490820408834329,0.014906559982462871,0.0007946511755357045,0.012604811749876692,0.02244204526771524,0.07691675343892147
1954,MN,Minnesota,972000.0,19787000.0,1536000.0,33000.0,602000.0,18909000.0,2722000.0,3917000.0,3349000.0,1679000.0,1124000.0,3438000.0,22295000.0,51206000.0,14992000.0,493000.0,3.888,79.148,6.144,0.132,2.408,75.636,10.888,15.668,13.396,6.716,4.496,13.752,89.18,204.824,59.968,1.972,0.43539819552396203,0.38641956020778817,0.02999648478693903,0.018982150529234854,0.053157833066437524,0.3692731320548373,0.07649494199898449,0.2927781900558528,0.06714056946451588,0.02195055266960903,0.03278912627426474,0.0006444557278443932,0.01175643479279772,0.009627777994766239,0.065402491895481
1954,MO,Missouri,310000.0,13422000.0,4385000.0,208000.0,583000.0,15140000.0,6625000.0,11294000.0,2327000.0,185000.0,624000.0,1600000.0,18117000.0,44305000.0,3846000.0,496000.0,1.24,53.688,17.54,0.832,2.332,60.56,26.5,45.176,9.308,0.74,2.496,6.4,72.468,177.22,15.384,1.984,0.40891547229432346,0.302945491479517,0.09897302787495768,0.006996952939848776,0.14953165556934883,0.3417221532558402,0.2549147951698454,0.08680735808599481,0.03611330549599368,0.014084189143437535,0.004175600947974269,0.004694729714479178,0.013158785690102696,0.01119512470375804,0.05252228868073581
1954,MS,Mississippi,437000.0,5855000.0,1513000.0,285000.0,314000.0,16440000.0,3482000.0,10734000.0,1200000.0,144000.0,357000.0,1100000.0,7805000.0,30239000.0,5706000.0,212000.0,1.748,23.42,6.052,1.14,1.256,65.76,13.928,42.936,4.8,0.576,1.428,4.4,31.22,120.956,22.824,0.848,0.2581103872482556,0.19362412778200339,0.05003472337048183,0.014451536095770363,0.11514931049307187,0.54366877211548,0.3549720559542313,0.18869671616124872,0.036376864314296105,0.011805945963821556,0.004762062237507854,0.009424914845067628,0.01038394126789907,0.007010813849664341,0.03968385197923212
1954,MT,Montana,132000.0,14135000.0,738000.0,601000.0,165000.0,19803000.0,54742000.0,9753000.0,502000.0,1842000.0,644000.0,3252000.0,15005000.0,93362000.0,10050000.0,58000.0,0.528,56.54,2.952,2.404,0.66,79.212,218.968,39.012,2.008,7.368,2.576,13.008,60.02,373.448,40.2,0.232,0.16071849360553545,0.15139992716522782,0.007904714980398877,0.0014138514599087424,0.5863413380176089,0.21210985197403653,0.10446434309462094,0.10764550887941561,0.03483215869411538,0.006897881365009319,0.019729654463271996,0.006437308540948137,0.001767314324885928,0.0006212377626871747,0.005376919946016581
1954,NC,North Carolina,694000.0,5868000.0,702000.0,323000.0,284000.0,19160000.0,1534000.0,3170000.0,1315000.0,567000.0,565000.0,1739000.0,7264000.0,31422000.0,15990000.0,410000.0,2.776,23.472,2.808,1.292,1.136,76.64,6.136,12.68,5.26,2.268,2.26,6.956,29.056,125.688,63.96,1.64,0.23117560944561136,0.18674813824708802,0.02234103494367004,0.02208643625485329,0.04881929858061231,0.6097638597161225,0.10088473044363822,0.5088791292724842,0.0553433899815416,0.01798103239768315,0.01804468206988734,0.010279422060976385,0.009038253452994718,0.013048182801858571,0.04184965947425371
1954,ND,North Dakota,494000.0,26624000.0,754000.0,433000.0,305000.0,551000.0,13300000.0,346000.0,961000.0,259000.0,1100000.0,2097000.0,27872000.0,44836000.0,205000.0,55000.0,1.976,106.496,3.016,1.732,1.22,2.204,53.2,1.384,3.844,1.036,4.4,8.388,111.488,179.344,0.82,0.22,0.6216433223302703,0.5938085467035418,0.016816843607815147,0.011017932018913374,0.296636631278437,0.012289231867249532,0.007717013114461593,0.004572218752787938,0.04677045231510393,0.02453385672227674,0.0057766080827906146,0.009657418146132572,0.0068025693639040055,0.0012266928361138372,0.02143366937282541
1954,NE,Nebraska,223000.0,21929000.0,1117000.0,142000.0,387000.0,1080000.0,22542000.0,764000.0,385000.0,167000.0,955000.0,1651000.0,23269000.0,49064000.0,316000.0,137000.0,0.892,87.716,4.468,0.568,1.548,4.32,90.168,3.056,1.54,0.668,3.82,6.604,93.076,196.256,1.264,0.548,0.4742581118539051,0.44694684493722486,0.022766182944725256,0.0045450839719549975,0.4594407304744823,0.02201206587314528,0.015571498451002771,0.006440567422142508,0.03364992662644709,0.019464373063753464,0.0034037175933474646,0.0028941790314691014,0.007887656937877059,0.002792271319093429,0.007846893852926789
1954,NH,New Hampshire,45000.0,252000.0,88000.0,14000.0,20000.0,4761000.0,157000.0,348000.0,236000.0,42000.0,89000.0,165000.0,385000.0,5771000.0,4413000.0,67000.0,0.18,1.008,0.352,0.056,0.08,19.044,0.628,1.392,0.944,0.168,0.356,0.66,1.54,23.084,17.652,0.268,0.06671287471841969,0.04366660890660198,0.015248657078495927,0.007797608733321781,0.027204990469589328,0.8249870039854444,0.06030150753768844,0.7646854964477561,0.028591232022179863,0.015421937272569745,0.007277768151100329,0.002425922717033443,0.0034656038814763475,0.011609773002945764,0.0408941258014209
1954,NJ,New Jersey,102000.0,810000.0,184000.0,77000.0,54000.0,1941000.0,94000.0,39000.0,572000.0,88000.0,116000.0,335000.0,1096000.0,4814000.0,1902000.0,776000.0,0.408,3.24,0.736,0.308,0.216,7.764,0.376,0.156,2.288,0.352,0.464,1.34,4.384,19.256,7.608,3.104,0.2276692978811799,0.1682592438720399,0.03822185292895721,0.0211882010801828,0.019526381387619442,0.40319900290818445,0.008101371001246365,0.3950976319069381,0.06958869962609057,0.024096385542168676,0.018280016618196927,0.01599501454092231,0.011217282924802658,0.1611965101786456,0.11882010801828001
1954,NM,New Mexico,170000.0,1870000.0,464000.0,1450000.0,151000.0,20369000.0,50178000.0,18219000.0,2120000.0,451000.0,389000.0,2441000.0,2504000.0,77767000.0,2150000.0,155000.0,0.68,7.48,1.856,5.8,0.604,81.476,200.712,72.876,8.48,1.804,1.556,9.764,10.016,311.068,8.6,0.62,0.03219874754073065,0.024046189257654275,0.005966541077835071,0.0021860172052412976,0.6452351254388108,0.2619234379621176,0.23427674977818355,0.027646688183934058,0.031388635282317695,0.005002121722581558,0.005799375056257796,0.018645440868234598,0.001941697635243741,0.001993133334190595,0.027260920441832655
1954,NV,Nevada,52000.0,373000.0,253000.0,4251000.0,18000.0,11509000.0,46070000.0,11139000.0,6989000.0,359000.0,350000.0,4978000.0,678000.0,70265000.0,370000.0,41000.0,0.208,1.492,1.012,17.004,0.072,46.036,184.28,44.556,27.956,1.436,1.4,19.912,2.712,281.06,1.48,0.164,0.00964918522735359,0.005308475058706326,0.003600654664484452,0.0007400555041628122,0.6556607130150146,0.16379420764249628,0.15852842809364548,0.005265779548850779,0.07084608268697075,0.004981142816480467,0.0051092293460471075,0.0604995374653099,0.00025617305913328117,0.0005835053013591404,0.09946630612680567
1954,NY,New York,833000.0,5622000.0,1409000.0,175000.0,215000.0,12073000.0,3222000.0,1614000.0,3018000.0,2518000.0,542000.0,3450000.0,7864000.0,30684000.0,10459000.0,1057000.0,3.332,22.488,5.636,0.7,0.86,48.292,12.888,6.456,12.072,10.072,2.168,13.8,31.456,122.736,41.836,4.228,0.25628992308695087,0.1832225263981228,0.045919697562247425,0.02714769912658063,0.10500586624951115,0.39346239082257856,0.05260070394994134,0.3408616868726372,0.11243644896362925,0.017663929083561465,0.0820623126059184,0.005703298135836267,0.007006909138313127,0.03444792074045105,0.09835745013687916
1954,OH,Ohio,700000.0,10644000.0,1710000.0,89000.0,507000.0,5396000.0,3009000.0,1911000.0,2567000.0,92000.0,520000.0,1208000.0,13054000.0,26240000.0,3485000.0,1006000.0,2.8,42.576,6.84,0.356,2.028,21.584,12.036,7.644,10.268,0.368,2.08,4.832,52.216,104.96,13.94,4.024,0.497484756097561,0.405640243902439,0.06516768292682927,0.026676829268292682,0.11467225609756097,0.205640243902439,0.07282774390243903,0.1328125,0.04603658536585366,0.019817073170731708,0.00350609756097561,0.003391768292682927,0.019321646341463414,0.03833841463414634,0.09782774390243902
1954,OK,Oklahoma,196000.0,12253000.0,2325000.0,538000.0,394000.0,10289000.0,16203000.0,7550000.0,870000.0,288000.0,587000.0,1807000.0,14774000.0,44180000.0,2739000.0,237000.0,0.784,49.012,9.3,2.152,1.576,41.156,64.812,30.2,3.48,1.152,2.348,7.228,59.096,176.72,10.956,0.948,0.3344047080126754,0.2773426889995473,0.05262562245359891,0.004436396559529199,0.36674966047985513,0.2328881846989588,0.17089180624717065,0.06199637845178814,0.04090086011770032,0.013286555002263467,0.006518786781349027,0.012177455862381168,0.008918062471706654,0.00536441828881847,0.019692168401991852
1954,OR,Oregon,223000.0,4252000.0,807000.0,163000.0,183000.0,28931000.0,25561000.0,15050000.0,288000.0,670000.0,380000.0,1396000.0,5282000.0,61642000.0,13881000.0,184000.0,0.892,17.008,3.228,0.652,0.732,115.724,102.244,60.2,1.152,2.68,1.52,5.584,21.128,246.568,55.524,0.736,0.08568832938580838,0.06897894292852276,0.013091723175756789,0.0036176632815288277,0.41466857013075503,0.4693390869861458,0.24415171473995004,0.22518737224619578,0.022646896596476427,0.0061646280133675095,0.01086921254988482,0.0026443009636286947,0.002968755069595406,0.0029849777748937414,0.004672139125920638
1954,PA,Pennsylvania,812000.0,5641000.0,946000.0,70000.0,251000.0,15108000.0,1939000.0,1300000.0,1422000.0,1022000.0,651000.0,1994000.0,7399000.0,28829000.0,13808000.0,967000.0,3.248,22.564,3.784,0.28,1.004,60.432,7.756,5.2,5.688,4.088,2.604,7.976,29.596,115.316,55.232,3.868,0.25665128863297376,0.19567102570328487,0.032814180165805264,0.02816608276388359,0.06725866315168753,0.5240556384196469,0.045093482257449094,0.4789621561621978,0.06916646432411808,0.02258142842276874,0.03545041451316383,0.0024281105830934128,0.008706510805092094,0.03354261334073329,0.04932533213084047
1954,RI,Rhode Island,11000.0,36000.0,22000.0,8000.0,6000.0,430000.0,12000.0,11000.0,21000.0,11000.0,18000.0,43000.0,69000.0,677000.0,419000.0,102000.0,0.044,0.144,0.088,0.032,0.024,1.72,0.048,0.044,0.084,0.044,0.072,0.172,0.276,2.708,1.676,0.408,0.1019202363367799,0.053175775480059084,0.03249630723781388,0.01624815361890694,0.01772525849335303,0.6351550960118169,0.01624815361890694,0.6189069423929099,0.06351550960118169,0.026587887740029542,0.01624815361890694,0.011816838995568686,0.008862629246676515,0.15066469719350073,0.0310192023633678
1954,SC,South Carolina,473000.0,3730000.0,688000.0,331000.0,132000.0,11894000.0,781000.0,3074000.0,548000.0,189000.0,375000.0,1027000.0,4891000.0,19395000.0,8820000.0,254000.0,1.892,14.92,2.752,1.324,0.528,47.576,3.124,12.296,2.192,0.756,1.5,4.108,19.564,77.58,35.28,1.016,0.25217839649394175,0.1923176076308327,0.035473060067027586,0.024387728796081466,0.04026811033771591,0.6132508378448054,0.1584944573343645,0.4547563805104408,0.052951791698891464,0.019334880123743233,0.00974477958236659,0.017066254189224028,0.006805877803557618,0.013096158803815417,0.02825470482083011
1954,SD,South Dakota,119000.0,18851000.0,722000.0,376000.0,256000.0,2133000.0,24764000.0,1183000.0,548000.0,274000.0,862000.0,1768000.0,19692000.0,48983000.0,950000.0,78000.0,0.476,75.404,2.888,1.504,1.024,8.532,99.056,4.732,2.192,1.096,3.448,7.072,78.768,195.932,3.8,0.312,0.4020170263152522,0.3848478043402813,0.014739807688381684,0.002429414286589225,0.5055631545638283,0.04354571994365392,0.024151236143151705,0.019394483800502214,0.03609415511503991,0.017597942143192536,0.005593777432986955,0.007676132535777719,0.005226303003082702,0.0015923891962517608,0.01118755486597391
1954,TN,Tennessee,922000.0,5079000.0,3095000.0,329000.0,384000.0,12301000.0,1808000.0,3865000.0,1662000.0,437000.0,398000.0,1548000.0,9096000.0,26750000.0,8436000.0,335000.0,3.688,20.316,12.38,1.316,1.536,49.204,7.232,15.46,6.648,1.748,1.592,6.192,36.384,107.0,33.744,1.34,0.3400373831775701,0.18986915887850467,0.11570093457943925,0.03446728971962617,0.06758878504672897,0.4598504672897196,0.14448598130841123,0.3153644859813084,0.057869158878504676,0.014878504672897197,0.01633644859813084,0.012299065420560747,0.014355140186915888,0.012523364485981308,0.06213084112149533
1954,TX,Texas,898000.0,29050000.0,7398000.0,898000.0,689000.0,32810000.0,88150000.0,26656000.0,4855000.0,924000.0,1442000.0,3953000.0,37346000.0,168648000.0,6154000.0,1534000.0,3.592,116.2,29.592,3.592,2.756,131.24,352.6,106.624,19.42,3.696,5.768,15.812,149.384,674.592,24.616,6.136,0.22144347991082017,0.17225226507281438,0.04386651487121104,0.005324699966794744,0.5226863052037379,0.19454722261752289,0.1580570181680186,0.03649020444950429,0.023439352971870404,0.008550353398795124,0.005478867226412409,0.005324699966794744,0.004085432379868127,0.009095868317442246,0.02878777097860633
1954,UT,Utah,125000.0,1637000.0,275000.0,2415000.0,95000.0,15409000.0,27577000.0,14792000.0,4327000.0,427000.0,217000.0,3154000.0,2037000.0,52701000.0,617000.0,197000.0,0.5,6.548,1.1,9.66,0.38,61.636,110.308,59.168,17.308,1.708,0.868,12.616,8.148,210.804,2.468,0.788,0.03865201798827347,0.031062029183506954,0.005218117303276978,0.0023718715014895355,0.5232728031726154,0.292385343731618,0.28067778600026566,0.011707557731352347,0.059847061725583954,0.0041175689265858335,0.008102313049088252,0.04582455740877782,0.001802622341132047,0.0037380694863475075,0.08210470389556175
1954,VA,Virginia,527000.0,3243000.0,1116000.0,384000.0,223000.0,15527000.0,2771000.0,3072000.0,781000.0,304000.0,287000.0,1198000.0,4886000.0,25532000.0,12455000.0,369000.0,2.108,12.972,4.464,1.536,0.892,62.108,11.084,12.288,3.124,1.216,1.148,4.792,19.544,102.128,49.82,1.476,0.1913676954410152,0.12701707660974462,0.043709854300485664,0.020640764530784898,0.10853047156509478,0.6081388062039793,0.12031959893467022,0.4878192072693091,0.04692151026163246,0.011240795864013787,0.011906626977910074,0.015039949866833777,0.008734137552874824,0.014452451825160582,0.030589064703117657
1954,VT,Vermont,63000.0,813000.0,196000.0,2000.0,30000.0,3720000.0,744000.0,1096000.0,247000.0,13000.0,65000.0,110000.0,1072000.0,5938000.0,2624000.0,45000.0,0.252,3.252,0.784,0.008,0.12,14.88,2.976,4.384,0.988,0.052,0.26,0.44,4.288,23.752,10.496,0.18,0.18053216571236105,0.13691478612327382,0.033007746716066017,0.010609632873021219,0.12529471202425058,0.626473560121253,0.18457393061636915,0.4418996295048838,0.018524755810037048,0.010946446615021893,0.0021892893230043785,0.0003368137420006736,0.005052206130010104,0.007578309195015157,0.041596497137083195
1954,WA,Washington,202000.0,6887000.0,621000.0,837000.0,193000.0,21576000.0,7628000.0,8732000.0,2708000.0,1431000.0,330000.0,2791000.0,7710000.0,42743000.0,12844000.0,330000.0,0.808,27.548,2.484,3.348,0.772,86.304,30.512,34.928,10.832,5.724,1.32,11.164,30.84,170.972,51.376,1.32,0.1803804131670683,0.16112579837634233,0.01452869475703624,0.004725920033689727,0.17846197038111503,0.5047844091430176,0.20429076106029057,0.300493648082727,0.0652972416536041,0.007720562431275296,0.03347916617925742,0.01958215380296189,0.004515359240109491,0.007720562431275296,0.0633554032239197
1954,WI,Wisconsin,458000.0,10053000.0,2255000.0,101000.0,471000.0,16497000.0,2520000.0,4600000.0,989000.0,296000.0,847000.0,1715000.0,12766000.0,35011000.0,11897000.0,524000.0,1.832,40.212,9.02,0.404,1.884,65.988,10.08,18.4,3.956,1.184,3.388,6.86,51.064,140.044,47.588,2.096,0.3646282596898118,0.28713832795407157,0.06440832881094513,0.013081602924795065,0.07197737853817372,0.4711947673588301,0.1313872782839679,0.3398074890748622,0.048984604838479336,0.02419239667533061,0.008454485733055326,0.0028848076318871213,0.013452914798206279,0.014966724743651995,0.028248264831053096
1954,WV,West Virginia,233000.0,1089000.0,513000.0,27000.0,104000.0,9866000.0,2277000.0,3335000.0,878000.0,67000.0,182000.0,380000.0,1835000.0,15411000.0,6531000.0,175000.0,0.932,4.356,2.052,0.108,0.416,39.464,9.108,13.34,3.512,0.268,0.728,1.52,7.34,61.644,26.124,0.7,0.11907079358899487,0.07066381156316917,0.03328791123223671,0.015119070793588995,0.14775160599571735,0.6401920705989228,0.2164038673674648,0.42378820323145805,0.024657712023879046,0.011809746285121018,0.00434754396210499,0.0017519953280124587,0.006748426448640581,0.011355525274154824,0.05697229251833106
1954,WY,Wyoming,102000.0,2035000.0,445000.0,135000.0,58000.0,7720000.0,48484000.0,3917000.0,773000.0,2267000.0,346000.0,2806000.0,2582000.0,62404000.0,3803000.0,39000.0,0.408,8.14,1.78,0.54,0.232,30.88,193.936,15.668,3.092,9.068,1.384,11.224,10.328,249.616,15.212,0.156,0.041375552849176336,0.032610089096852764,0.007130953144029229,0.00163451060829434,0.776937375809243,0.12371001858855202,0.06276841228126402,0.060941606307287996,0.04496506634190116,0.005544516377155311,0.03632779950003205,0.0021633228639189794,0.0009294276007948208,0.000624959938465483,0.012387026472662009
1959,AL,Alabama,509000.0,4106000.0,1413000.0,203000.0,280000.0,20771000.0,3075000.0,4771000.0,923000.0,75000.0,549000.0,1107000.0,6028000.0,32678000.0,16000000.0,774000.0,2.036,16.424,5.652,0.812,1.12,83.084,12.3,19.084,3.692,0.3,2.196,4.428,24.112,130.712,64.0,3.096,0.18446661362384478,0.12565028459514047,0.04324010037333986,0.015576228655364465,0.0941000061203256,0.6356264153252953,0.14600036721953608,0.4896260481057592,0.03387600220331722,0.016800293775628864,0.0022951221004957464,0.00621213048534182,0.008568455841850786,0.023685660077116102,0.028245302650100987
1959,AR,Arkansas,673000.0,5627000.0,2270000.0,431000.0,262000.0,19891000.0,3463000.0,13644000.0,36000.0,259000.0,405000.0,1357000.0,8570000.0,33599000.0,6247000.0,282000.0,2.692,22.508,9.08,1.724,1.048,79.564,13.852,54.576,0.144,1.036,1.62,5.428,34.28,134.396,24.988,1.128,0.25506711509271107,0.16747522247685942,0.06756153456948123,0.020030358046370426,0.10306854370665794,0.5920116670138992,0.4060835143903092,0.18592815262359,0.04038810678889253,0.012053930176493349,0.007708562754843894,0.012827762731033662,0.007797851126521623,0.00839310693770648,0.001071460460132742
