year,state_fips,state_abbr,state_name,observed_majority_cell_count,observed_majority_area_km2,rasterized_state_area_km2,state_land_area_km2,observed_majority_share_state_area,majority_dominant_code,majority_dominant_label,majority_dominant_slug,majority_dominant_cell_count,majority_dominant_area_km2,majority_dominant_share_observed,majority_dominant_share_state_area,majority_cells_agriculture,majority_cells_commercial,majority_cells_governmental,majority_cells_industrial,majority_cells_no_classified_land_use_record,majority_cells_recreational,majority_cells_residential_income,majority_cells_residential_owned,majority_cells_vacant_land,majority_area_km2_agriculture,majority_area_km2_commercial,majority_area_km2_governmental,majority_area_km2_industrial,majority_area_km2_no_classified_land_use_record,majority_area_km2_recreational,majority_area_km2_residential_income,majority_area_km2_residential_owned,majority_area_km2_vacant_land,majority_share_observed_agriculture,majority_share_observed_commercial,majority_share_observed_governmental,majority_share_observed_industrial,majority_share_observed_recreational,majority_share_observed_residential_income,majority_share_observed_residential_owned,majority_share_observed_vacant_land,majority_share_state_area_agriculture,majority_share_state_area_commercial,majority_share_state_area_governmental,majority_share_state_area_industrial,majority_share_state_area_no_classified_land_use_record,majority_share_state_area_recreational,majority_share_state_area_residential_income,majority_share_state_area_residential_owned,majority_share_state_area_vacant_land,cumulative_through_year,total_property_record_count,counts_dominant_code,counts_dominant_label,counts_dominant_slug,counts_dominant_record_count,counts_dominant_record_share,counts_dominant_occupied_cell_count,counts_dominant_occupied_area_km2,record_count_agriculture,record_count_commercial,record_count_governmental,record_count_industrial,record_count_recreational,record_count_residential_income,record_count_residential_owned,record_count_vacant_land,record_share_agriculture,record_share_commercial,record_share_governmental,record_share_industrial,record_share_recreational,record_share_residential_income,record_share_residential_owned,record_share_vacant_land,occupied_cells_agriculture,occupied_cells_commercial,occupied_cells_governmental,occupied_cells_industrial,occupied_cells_recreational,occupied_cells_residential_income,occupied_cells_residential_owned,occupied_cells_vacant_land,occupied_area_km2_agriculture,occupied_area_km2_commercial,occupied_area_km2_governmental,occupied_area_km2_industrial,occupied_area_km2_recreational,occupied_area_km2_residential_income,occupied_area_km2_residential_owned,occupied_area_km2_vacant_land,records_per_occupied_cell_agriculture,records_per_occupied_cell_commercial,records_per_occupied_cell_governmental,records_per_occupied_cell_industrial,records_per_occupied_cell_recreational,records_per_occupied_cell_residential_income,records_per_occupied_cell_residential_owned,records_per_occupied_cell_vacant_land,property_records_per_observed_majority_km2
1985,27,MN,Minnesota,263632,16477.0,218563.0625,206232.15757,0.07538785287655822,RO,Residential-Owned,residential_owned,194782,12173.875,0.7388405049462887,0.05569959928613281,11958.0,41430.0,3116.0,389.0,3233377.0,1030.0,7300.0,194782.0,3627.0,747.375,2589.375,194.75,24.3125,202086.0625,64.375,456.25,12173.875,226.6875,0.045358681798871155,0.15715087698003277,0.011819505978029981,0.0014755416641378891,0.003906961218668447,0.027690113491533653,0.7388405049462887,0.013757813922437337,0.0034194936301279177,0.01184726719319281,0.0008910471777453246,0.00011123791788925907,0.9246121471234418,0.0002945374175473955,0.002087498202034939,0.05569959928613281,0.0010371720518877704,1989,2561810,RO,Residential-Owned,residential_owned,2174277,0.8487268767004579,249010,15563.125,48582.0,248334.0,9150.0,1100.0,2779.0,68155.0,2174277.0,9433.0,0.018963935654869018,0.09693693131028452,0.0035716934511146417,0.00042938391215585853,0.001084779901710119,0.026604236848165944,0.8487268767004579,0.0036821622212420127,17114.0,46617.0,4355.0,533.0,1301.0,10627.0,249010.0,5508.0,1069.625,2913.5625,272.1875,33.3125,81.3125,664.1875,15563.125,344.25,2.8387285263526936,5.3271124267970915,2.1010332950631456,2.0637898686679175,2.1360491929285166,6.413381010633293,8.731685474478937,1.7125998547567176,155.47793894519634
1985,28,MS,Mississippi,208975,13060.9375,123473.0,121532.487805,0.10577970487474994,RO,Residential-Owned,residential_owned,167650,10478.125,0.8022490728556048,0.08486167016270764,4525.0,28930.0,475.0,654.0,1766593.0,516.0,2873.0,167650.0,3352.0,282.8125,1808.125,29.6875,40.875,110412.0625,32.25,179.5625,10478.125,209.5,0.021653307811939228,0.13843761215456393,0.002272999162579256,0.0031295609522670174,0.0024691948797703075,0.01374805598755832,0.8022490728556048,0.016040196195717192,0.002290480509909049,0.01464388975727487,0.00024043718059818745,0.0003310440339183465,0.89422029512525,0.0002611907056603468,0.001454265304965458,0.08486167016270764,0.0016967272197160512,1989,1133952,RO,Residential-Owned,residential_owned,1018555,0.8982346695450953,201157,12572.3125,9380.0,77837.0,915.0,1356.0,1141.0,17568.0,1018555.0,7200.0,0.00827195507393611,0.06864223529743764,0.0008069124619031493,0.0011958178123941754,0.0010062154306355118,0.015492719268540468,0.8982346695450953,0.006349475110057568,5066.0,32180.0,678.0,832.0,687.0,4684.0,201157.0,5296.0,316.625,2011.25,42.375,52.0,42.9375,292.75,12572.3125,331.0,1.8515594157125939,2.418800497203232,1.3495575221238938,1.6298076923076923,1.660844250363901,3.7506404782237404,5.063482752278071,1.3595166163141994,86.82010766838138
1985,29,MO,Missouri,282780,17673.75,180546.4375,178052.563675,0.0978903280769525,RO,Residential-Owned,residential_owned,194740,12171.25,0.6886625645378033,0.06741340437692103,4778.0,70364.0,1040.0,691.0,2605963.0,603.0,7596.0,194740.0,2968.0,298.625,4397.75,65.0,43.1875,162872.6875,37.6875,474.75,12171.25,185.5,0.01689652733573803,0.2488294787467289,0.0036777707051418064,0.0024435957281278733,0.002132399745385105,0.026861871419478038,0.6886625645378033,0.010495791781597002,0.0016540066042565918,0.024357999309734372,0.00036001818091813636,0.00023920438751387716,0.9021096719230475,0.00020874131066695792,0.002629517406013619,0.06741340437692103,0.0010274365009279123,1989,2998540,RO,Residential-Owned,residential_owned,2265705,0.755602726660308,272916,17057.25,9063.0,596375.0,3601.0,1890.0,1692.0,113860.0,2265705.0,6354.0,0.0030224709358554498,0.19888845905007105,0.00120091777998626,0.0006303067492846519,0.0005642746136453073,0.037971812948968495,0.755602726660308,0.0021190312618807818,5301.0,78043.0,1615.0,884.0,839.0,12090.0,272916.0,4544.0,331.3125,4877.6875,100.9375,55.25,52.4375,755.625,17057.25,284.0,1.7096774193548387,7.641620645029023,2.2297213622291023,2.1380090497737556,2.0166865315852207,9.417700578990901,8.30184012663237,1.3983274647887325,169.66065492609096
1985,30,MT,Montana,92075,5754.6875,380841.625,376973.673895,0.015110447814101202,RO,Residential-Owned,residential_owned,74864,4679.0,0.8130762964974206,0.012285946947106951,390.0,11168.0,419.0,332.0,6001391.0,229.0,2590.0,74864.0,2083.0,24.375,698.0,26.1875,20.75,375086.9375,14.3125,161.875,4679.0,130.1875,0.004235677436872115,0.12129242465381483,0.004550638066793375,0.0036057561770295953,0.002487102905240293,0.028129242465381482,0.8130762964974206,0.022622861797447734,6.400298286722203e-05,0.001832782852977271,6.876217902914367e-05,5.448459054337876e-05,0.9848895521858988,3.758123865793294e-05,0.00042504545032334636,0.012285946947106951,0.0003418415725959577,1989,593219,RO,Residential-Owned,residential_owned,506572,0.8539375846019767,88040,5502.5,601.0,58876.0,1174.0,998.0,724.0,19622.0,506572.0,4652.0,0.0010131165724631206,0.09924833830339216,0.001979033038388858,0.0016823466544395914,0.0012204598976094832,0.03307716037416199,0.8539375846019767,0.007841960557568115,413.0,14024.0,681.0,463.0,327.0,4054.0,88040.0,3438.0,25.8125,876.5,42.5625,28.9375,20.4375,253.375,5502.5,214.875,1.4552058111380146,4.198231602966343,1.723935389133627,2.1555075593952484,2.214067278287462,4.840157868771584,5.753884597910041,1.3531122745782431,103.08448547379854
1985,31,NE,Nebraska,104997,6562.3125,200337.625,198957.373531,0.03275626582874785,RO,Residential-Owned,residential_owned,64928,4058.0,0.6183795727496976,0.020255805668056612,10646.0,24027.0,1376.0,253.0,3100405.0,439.0,2313.0,64928.0,1015.0,665.375,1501.6875,86.0,15.8125,193775.3125,27.4375,144.5625,4058.0,63.4375,0.10139337314399459,0.22883510957455927,0.013105136337228682,0.002409592655028239,0.004181071840147814,0.02202920083430955,0.6183795727496976,0.009666942865034238,0.0033212682839781093,0.007495783680174905,0.0004292753295842456,7.89292575471033e-05,0.9672437341712522,0.00013695630064497371,0.0007215943585235175,0.020255805668056612,0.0003166529502383788,1989,1086635,RO,Residential-Owned,residential_owned,922462,0.8489161493969917,96653,6040.8125,18332.0,115280.0,3722.0,620.0,2073.0,20363.0,922462.0,3783.0,0.016870430273274836,0.10608898112061547,0.0034252531898935706,0.0005705687742434213,0.0019077243048493744,0.0187395031450303,0.8489161493969917,0.003481389795101391,11293.0,30334.0,1989.0,347.0,657.0,3813.0,96653.0,1936.0,705.8125,1895.875,124.3125,21.6875,41.0625,238.3125,6040.8125,121.0,1.6233064730363942,3.800356036131074,1.8712921065862242,1.7867435158501441,3.1552511415525113,5.340414371885655,9.544059677402668,1.9540289256198347,165.58720725354058
1985,32,NV,Nevada,24600,1537.5,286372.5,284537.264244,0.0053688814393840194,RO,Residential-Owned,residential_owned,11784,736.5,0.4790243902439024,0.002571825157792735,80.0,8319.0,433.0,156.0,4557360.0,414.0,2928.0,11784.0,486.0,5.0,519.9375,27.0625,9.75,284835.0,25.875,183.0,736.5,30.375,0.0032520325203252032,0.3381707317073171,0.017601626016260162,0.006341463414634147,0.016829268292682928,0.11902439024390243,0.4790243902439024,0.01975609756097561,1.7459777038647215e-05,0.0018155985648063274,9.450104322167806e-05,3.404656522536207e-05,0.994631118560616,9.035434617499935e-05,0.0006390278396144881,0.002571825157792735,0.00010606814550978184,1989,616201,RO,Residential-Owned,residential_owned,456563,0.7409319361701783,20977,1311.0625,245.0,112848.0,2052.0,415.0,6038.0,36503.0,456563.0,1537.0,0.00039759753716725547,0.18313504846632836,0.0033300822296620743,0.0006734815425486165,0.00979875073230975,0.059238787343740114,0.7409319361701783,0.0024943159780655986,91.0,10465.0,681.0,211.0,585.0,4563.0,20977.0,761.0,5.6875,654.0625,42.5625,13.1875,36.5625,285.1875,1311.0625,47.5625,2.6923076923076925,10.78337314859054,3.013215859030837,1.966824644549763,10.321367521367522,7.999780845934692,21.76493302188111,2.0197109067017083,400.7811382113821
1985,33,NH,New Hampshire,78140,4883.75,24037.625,23190.113978,0.2031710703532483,RO,Residential-Owned,residential_owned,60323,3770.1875,0.7719861786536985,0.15684525821498588,1212.0,6140.0,2000.0,104.0,306462.0,218.0,5921.0,60323.0,2222.0,75.75,383.75,125.0,6.5,19153.875,13.625,370.0625,3770.1875,138.875,0.015510621960583568,0.07857691323265933,0.025595085743537242,0.0013309444586639366,0.0027898643460455594,0.07577425134374201,0.7719861786536985,0.028436140261069876,0.003151309665576362,0.015964555566533714,0.005200180966297627,0.0002704094102474766,0.7968289296467517,0.0005668197253264414,0.015395135750724126,0.15684525821498588,0.005777401053556664,1989,802456,RO,Residential-Owned,residential_owned,689890,0.8597231499297158,74366,4647.875,2153.0,40784.0,8374.0,337.0,1970.0,55335.0,689890.0,3613.0,0.002683013149630634,0.05082397041083873,0.010435463128196437,0.00041996072058779547,0.0024549632627832553,0.06895705185081799,0.8597231499297158,0.0045024275474293916,1315.0,8396.0,3044.0,137.0,284.0,8616.0,74366.0,2802.0,82.1875,524.75,190.25,8.5625,17.75,538.5,4647.875,175.125,1.6372623574144487,4.8575512148642215,2.7509855453350855,2.45985401459854,6.936619718309859,6.422353760445683,9.2769545222279,1.2894361170592434,164.31144100332736
1985,34,NJ,New Jersey,130178,8136.125,20114.875,19048.737655,0.4044830007643597,RO,Residential-Owned,residential_owned,101247,6327.9375,0.7777581465378175,0.314589948980543,1091.0,16916.0,4688.0,1.0,191660.0,23.0,4418.0,101247.0,1794.0,68.1875,1057.25,293.0,0.0625,11978.75,1.4375,276.125,6327.9375,112.125,0.008380832398715605,0.1299451520226152,0.03601222940896311,7.681789549693496e-06,0.00017668115964295043,0.03393814623054587,0.7777581465378175,0.013781130452150132,0.0033899042375356548,0.052560605024888296,0.014566334615551924,3.107153288300325e-06,0.5955169992356403,7.146452563090747e-05,0.013727403227710835,0.314589948980543,0.005574232999210783,1989,4567614,RO,Residential-Owned,residential_owned,4296389,0.9406199823365109,124563,7785.1875,2205.0,144948.0,22546.0,1.0,54.0,97723.0,4296389.0,3748.0,0.00048274657184254184,0.031733854918563606,0.004936056330504285,2.1893268564287613e-07,1.1822365024715312e-05,0.021394758839078785,0.9406199823365109,0.0008205597057894998,1156.0,21421.0,6379.0,1.0,28.0,7228.0,124563.0,2313.0,72.25,1338.8125,398.6875,0.0625,1.75,451.75,7785.1875,144.5625,1.907439446366782,6.766630876242939,3.5344097820975073,1.0,1.9285714285714286,13.520060874377421,34.491694965599734,1.6204063986165154,561.3991918757393
1985,35,NM,New Mexico,40347,2521.6875,314919.6875,314198.560935,0.008007398711774728,RO,Residential-Owned,residential_owned,26234,1639.625,0.6502094331672739,0.005206486177527406,337.0,7865.0,357.0,50.0,4998368.0,145.0,2326.0,26234.0,3033.0,21.0625,491.5625,22.3125,3.125,312398.0,9.0625,145.375,1639.625,189.5625,0.008352541700746029,0.19493394800109054,0.008848241504944605,0.0012392495104964433,0.003593823580439686,0.05764988722829455,0.6502094331672739,0.07517287530671425,6.688213165459844e-05,0.0015609138441050943,7.085139762816511e-05,9.923164933916683e-06,0.9919926012882253,2.877717830835838e-05,0.0004616256327258041,0.005206486177527406,0.000601939184891386,1989,553396,RO,Residential-Owned,residential_owned,450819,0.8146408719976291,38522,2407.625,605.0,77780.0,1165.0,132.0,362.0,14960.0,450819.0,7573.0,0.0010932496801567052,0.1405503473100637,0.0021051832684009283,0.00023852720294328112,0.0006541427838293013,0.027033083000238527,0.8146408719976291,0.013684594756738394,378.0,11020.0,631.0,72.0,192.0,4113.0,38522.0,4505.0,23.625,688.75,39.4375,4.5,12.0,257.0625,2407.625,281.5625,1.6005291005291005,7.058076225045372,1.8462757527733755,1.8333333333333333,1.8854166666666667,3.637247751033309,11.702897045843933,1.681021087680355,219.45463107542074
1985,36,NY,New York,437555,27347.1875,126944.1875,122049.520861,0.21542685835852074,RO,Residential-Owned,residential_owned,222745,13921.5625,0.5090674315228942,0.1096667974656185,6798.0,137482.0,7060.0,3064.0,1593552.0,5218.0,46990.0,222745.0,8198.0,424.875,8592.625,441.25,191.5,99597.0,326.125,2936.875,13921.5625,512.375,0.015536332575333387,0.3142050713624573,0.01613511444275577,0.007002548251077007,0.011925357954999943,0.10739221355029653,0.5090674315228942,0.018735930340185804,0.0033469433171172173,0.06768821140392899,0.003475937013658069,0.0015085369702334736,0.7845731416414793,0.0025690423990464314,0.023135167177307743,0.1096667974656185,0.004036222611610319,1989,7592442,RO,Residential-Owned,residential_owned,5040437,0.6638756015521752,412299,25768.6875,12695.0,1141024.0,24259.0,10648.0,18909.0,1330050.0,5040437.0,14420.0,0.0016720575540781213,0.15028419051472502,0.0031951511779740958,0.0014024473285406723,0.002490503055538653,0.1751807916346282,0.6638756015521752,0.0018992571823400165,7284.0,165711.0,10345.0,4233.0,6730.0,74267.0,412299.0,11239.0,455.25,10356.9375,646.5625,264.5625,420.625,4641.6875,25768.6875,702.4375,1.7428610653487095,6.885626180519097,2.3449975833736105,2.515473659343255,2.8096582466567606,17.909030928945562,12.225198217798248,1.283032298247175,277.63154803396145
1985,37,NC,North Carolina,477750,29859.375,128541.5625,125933.025759,0.2322935431876363,RO,Residential-Owned,residential_owned,380308,23769.25,0.7960397697540554,0.18491489863443974,8124.0,51083.0,4649.0,844.0,1578915.0,2427.0,16023.0,380308.0,14292.0,507.75,3192.6875,290.5625,52.75,98682.1875,151.6875,1001.4375,23769.25,893.25,0.017004709576138147,0.10692412349555207,0.009731030873888017,0.0017666143380429095,0.005080062794348509,0.03353846153846154,0.7960397697540554,0.029915227629513343,0.003950084238317859,0.02483778349901418,0.002260455640563728,0.0004103731040300681,0.7677064568123637,0.0011800657861148996,0.007790768063831494,0.18491489863443974,0.006949114221324329,1989,4265942,RO,Residential-Owned,residential_owned,3835409,0.8990766869310459,455316,28457.25,20729.0,230151.0,20354.0,2796.0,7581.0,118617.0,3835409.0,30305.0,0.004859184677147509,0.05395080383183831,0.004771279121938366,0.0006554238196393668,0.0017770987041080257,0.0278055819793143,0.8990766869310459,0.007103940934968174,10167.0,61558.0,6926.0,1154.0,3164.0,23302.0,455316.0,19767.0,635.4375,3847.375,432.875,72.125,197.75,1456.375,28457.25,1235.4375,2.0388511852070423,3.738766691575425,2.93878140340745,2.4228769497400346,2.396017699115044,5.090421423053815,8.423620079241669,1.5331107401224262,142.86775928833072
1985,38,ND,North Dakota,9929,620.5625,183109.375,178698.456949,0.0033890263674374948,RO,Residential-Owned,residential_owned,7031,439.4375,0.7081277067176956,0.0023998634695793154,103.0,1738.0,114.0,16.0,2919821.0,35.0,493.0,7031.0,399.0,6.4375,108.625,7.125,1.0,182488.8125,2.1875,30.8125,439.4375,24.9375,0.010373652935844496,0.175042803907745,0.01148151878336187,0.001611441232752543,0.003525027696646188,0.04965253298418773,0.7081277067176956,0.04018531574176654,3.5156583326222375e-05,0.0005932246778735387,3.891116989504224e-05,5.461216827374349e-06,0.9966109736325625,1.1946411809881389e-05,0.00016827374349347214,0.0023998634695793154,0.00013618909463264785,1989,153182,RO,Residential-Owned,residential_owned,119524,0.780274444778107,9223,576.4375,286.0,24326.0,365.0,39.0,62.0,7501.0,119524.0,1079.0,0.001867060098444987,0.1588045592824222,0.0023827864892741967,0.0002545991043334073,0.0004047472940684937,0.04896789440012534,0.780274444778107,0.007043908553224269,111.0,2300.0,174.0,20.0,43.0,716.0,9223.0,606.0,6.9375,143.75,10.875,1.25,2.6875,44.75,576.4375,37.875,2.5765765765765765,10.576521739130435,2.0977011494252875,1.95,1.441860465116279,10.476256983240223,12.959340778488562,1.7805280528052805,246.84379091550005
1985,39,OH,Ohio,429018,26813.625,106857.1875,105823.700104,0.2509295408883937,RO,Residential-Owned,residential_owned,258835,16177.1875,0.6033196742327828,0.1513907288641674,29503.0,92620.0,8955.0,848.0,1280697.0,2014.0,20450.0,258835.0,15793.0,1843.9375,5788.75,559.6875,53.0,80043.5625,125.875,1278.125,16177.1875,987.0625,0.06876867637255313,0.21588837764382846,0.020873250073423492,0.0019766070421287684,0.004694441725055825,0.047666997655110045,0.6033196742327828,0.0368119752551175,0.017256092389667285,0.05417277148530603,0.005237715057772787,0.0004959890975981378,0.7490704591116063,0.001177974106795577,0.011961057837124901,0.1513907288641674,0.009237212049961543,1989,6277134,RO,Residential-Owned,residential_owned,5141042,0.8190110327420125,395020,24688.75,106051.0,668789.0,36059.0,2137.0,6573.0,280595.0,5141042.0,35888.0,0.01689481218658069,0.10654368697561659,0.005744500595335387,0.00034044199152033397,0.001047133930867176,0.04470113271438845,0.8190110327420125,0.00571725886367887,39467.0,113863.0,13807.0,1064.0,2556.0,36408.0,395020.0,23346.0,2466.6875,7116.4375,862.9375,66.5,159.75,2275.5,24688.75,1459.125,2.6870803456051893,5.87362883465217,2.6116462663866153,2.0084586466165413,2.5715962441314555,7.706960008789277,13.014637233557794,1.537222650561124,234.10240129784765
1985,40,OK,Oklahoma,151468,9466.75,181039.4375,177664.190465,0.05229109265211896,C,Commercial,commercial,109356,6834.75,0.7219742783954367,0.037752823884022506,1189.0,109356.0,473.0,597.0,2745163.0,498.0,3376.0,34113.0,1866.0,74.3125,6834.75,29.5625,37.3125,171572.6875,31.125,211.0,2132.0625,116.625,0.007849842871101487,0.7219742783954367,0.0031227718065862096,0.003941426571949191,0.0032878231705706818,0.022288536192463095,0.2252158871840917,0.012319433807800987,0.0004104768608773434,0.037752823884022506,0.0001632931498696244,0.00020610150205531874,0.947708907347881,0.00017192386603609504,0.0011654919111201945,0.01177678482347251,0.0006441966546653681,1989,1593670,RO,Residential-Owned,residential_owned,1093317,0.686037259909517,144784,9049.0,1467.0,452533.0,1102.0,1377.0,1789.0,35677.0,1093317.0,6408.0,0.0009205167945685117,0.2839565280139552,0.0006914856902620995,0.0008640433715888483,0.001122566152340196,0.02238669235161608,0.686037259909517,0.004020907716152026,1224.0,117928.0,646.0,789.0,661.0,5047.0,144784.0,4375.0,76.5,7370.5,40.375,49.3125,41.3125,315.4375,9049.0,273.4375,1.1985294117647058,3.8373668679194086,1.7058823529411764,1.7452471482889733,2.706505295007564,7.068951852585695,7.551366173057796,1.4646857142857144,168.3439406343254
1985,41,OR,Oregon,137563,8597.6875,251335.6875,248628.426864,0.03420798528660996,RO,Residential-Owned,residential_owned,101812,6363.25,0.7401118033192065,0.025317733678389784,9459.0,12791.0,1993.0,240.0,3883808.0,648.0,5474.0,101812.0,5146.0,591.1875,799.4375,124.5625,15.0,242738.0,40.5,342.125,6363.25,321.625,0.06876122213095091,0.09298285149349753,0.014487907358810144,0.0017446551761738259,0.00471056897566933,0.03979267680989801,0.7401118033192065,0.037408314735793785,0.002352182874944888,0.0031807560157966026,0.0004956021217639456,5.9681138596762146e-05,0.96579201471339,0.0001611390742112578,0.0013612273028278167,0.025317733678389784,0.0012796630800789085,1989,1686222,RO,Residential-Owned,residential_owned,1503039,0.8913648380818184,130052,8128.25,20611.0,77683.0,5878.0,973.0,3021.0,62317.0,1503039.0,12700.0,0.012223182949813251,0.04606926015672907,0.0034858992469556202,0.000577029596340221,0.0017915790447521145,0.03695658104330272,0.8913648380818184,0.007531629880288598,10785.0,17779.0,2856.0,352.0,872.0,10017.0,130052.0,7455.0,674.0625,1111.1875,178.5,22.0,54.5,626.0625,8128.25,465.9375,1.911080203987019,4.3693683559255305,2.0581232492997197,2.7642045454545454,3.4644495412844036,6.221124089048617,11.557215575308339,1.70355466130114,196.1250626985454
1985,42,PA,Pennsylvania,389910,24369.375,117341.1875,115881.934065,0.20767963508124546,RO,Residential-Owned,residential_owned,259928,16245.5,0.6666358903336668,0.13844669843655708,17518.0,73130.0,6010.0,1318.0,1487549.0,3184.0,21152.0,259928.0,7670.0,1094.875,4570.625,375.625,82.375,92971.8125,199.0,1322.0,16245.5,479.375,0.04492831679105434,0.18755610269036443,0.015413813444128132,0.003380267241158216,0.008165987022646252,0.05424841630119771,0.6666358903336668,0.019671206175784155,0.00933069643598076,0.038951582963995486,0.0032011351512869256,0.0007020126671208266,0.7923203649187546,0.0016959092049413597,0.011266291301168229,0.13844669843655708,0.0040853089201947955,1989,5904586,RO,Residential-Owned,residential_owned,5063224,0.8575070292819852,365151,22821.9375,33764.0,450628.0,17161.0,4187.0,8890.0,313027.0,5063224.0,13705.0,0.005718267123215751,0.07631830580501325,0.0029063849692425514,0.0007091098342881279,0.0015056093687178067,0.05301421640738233,0.8575070292819852,0.002321077210154954,20388.0,88596.0,8619.0,1787.0,3906.0,34691.0,365151.0,10605.0,1274.25,5537.25,538.6875,111.6875,244.125,2168.1875,22821.9375,662.8125,1.656072199332941,5.086324439026592,1.991066248984801,2.3430330162283157,2.2759856630824373,9.023291343576144,13.866110184553788,1.2923149457802923,242.29533995024494
1985,44,RI,Rhode Island,21811,1363.1875,2842.3125,2677.759219,0.4796050750929041,C,Commercial,commercial,8827,551.6875,0.40470404841593693,0.19409811553092773,512.0,8827.0,978.0,2.0,23666.0,0.0,3071.0,7504.0,917.0,32.0,551.6875,61.125,0.125,1479.125,0.0,191.9375,469.0,57.3125,0.023474393654577964,0.40470404841593693,0.04483975975425244,9.169685021319517e-05,0.0,0.1408005135023612,0.3440465819999083,0.04204300582274999,0.011258438331464256,0.19409811553092773,0.021505376344086023,4.397827473228225e-05,0.5203949249070959,0.0,0.0675286408514194,0.16500648679552302,0.020164038964751413,1989,556365,RO,Residential-Owned,residential_owned,340941,0.6128009490172818,20430,1276.875,911.0,143940.0,4408.0,3.0,1.0,62942.0,340941.0,3219.0,0.0016374142873832825,0.25871505216898977,0.007922856398227781,5.392143646706748e-06,1.7973812155689161e-06,0.11313076847033872,0.6128009490172818,0.005785770132916341,587.0,13089.0,1672.0,2.0,1.0,5479.0,20430.0,1505.0,36.6875,818.0625,104.5,0.125,0.0625,342.4375,1276.875,94.0625,1.5519591141396933,10.997020398808159,2.6363636363636362,1.5,1.0,11.487862748676767,16.688252569750368,2.1388704318936878,408.1353445509147
1985,45,SC,South Carolina,188524,11782.75,80573.5,77866.132568,0.14623604534989793,RO,Residential-Owned,residential_owned,145975,9123.4375,0.7743045978230888,0.11323124228189169,7774.0,21167.0,929.0,194.0,1100652.0,486.0,4382.0,145975.0,7617.0,485.875,1322.9375,58.0625,12.125,68790.75,30.375,273.875,9123.4375,476.0625,0.041236129087012796,0.1122774819121173,0.004927754556449046,0.001029046699624451,0.0025779211134921813,0.02324372493687806,0.7743045978230888,0.04040334387133734,0.006030208443222647,0.016419014936672728,0.0007206153387900488,0.000150483719833444,0.8537639546501021,0.00037698498886110196,0.0033990704139698538,0.11323124228189169,0.0059084252266564065,1989,1556921,RO,Residential-Owned,residential_owned,1383611,0.8886841400430722,178175,11135.9375,15768.0,100691.0,2225.0,439.0,1219.0,35826.0,1383611.0,17142.0,0.010127681494436776,0.06467315939601302,0.0014291026969255344,0.00028196677930350994,0.000782955589911113,0.02301080144721537,0.8886841400430722,0.011010192553122477,8602.0,25785.0,1333.0,255.0,634.0,6809.0,178175.0,10473.0,537.625,1611.5625,83.3125,15.9375,39.625,425.5625,11135.9375,654.5625,1.8330620785863752,3.905022299786698,1.6691672918229556,1.7215686274509805,1.9227129337539433,5.261565574974298,7.765460923249615,1.636780292179891,132.1356219897732
1985,46,SD,South Dakota,31627,1976.6875,199727.6875,196345.992286,0.009896912765286986,RO,Residential-Owned,residential_owned,22707,1419.1875,0.7179625003952319,0.007105612235158934,274.0,6863.0,78.0,91.0,3164016.0,71.0,461.0,22707.0,1082.0,17.125,428.9375,4.875,5.6875,197751.0,4.4375,28.8125,1419.1875,67.625,0.008663483732254087,0.21699813450532773,0.002466247193853353,0.002877288392828912,0.0022449173174818983,0.014576153286748664,0.7179625003952319,0.03421127517627344,8.574174274160161e-05,0.0021476116074292404,2.440823333520046e-05,2.8476272224400536e-05,0.990103087234713,2.221775085640042e-05,0.0001442589175324027,0.007105612235158934,0.00033858600600880634,1989,293927,RO,Residential-Owned,residential_owned,253208,0.8614656020032185,29681,1855.0625,381.0,31177.0,204.0,205.0,343.0,4014.0,253208.0,4395.0,0.0012962402229124918,0.10607055493370803,0.0006940498831342477,0.0006974520884437292,0.0011669564211521908,0.013656452112259167,0.8614656020032185,0.014952692335171658,285.0,7917.0,129.0,117.0,99.0,797.0,29681.0,2157.0,17.8125,494.8125,8.0625,7.3125,6.1875,49.8125,1855.0625,134.8125,1.3368421052631578,3.937981558671214,1.5813953488372092,1.7521367521367521,3.4646464646464645,5.036386449184442,8.530979414440214,2.0375521557719054,148.69674645081733
